iqr_open: Opened wwv_5Mhz_g40_1234_48k.iqr
  Sample rate: 48000 Hz
  Center freq: 5000000 Hz
  Samples: 8644116
  Duration: 180.09 seconds
time,wwv,wwvh,wwv_thresh,wwvh_thresh
112.58298,0.057369,0.042276,0.111473,0.093210
112.58398,0.066953,0.062042,0.111473,0.093210
112.58498,0.063765,0.047849,0.111473,0.093210
112.58598,0.078546,0.066500,0.111473,0.093210
112.58698,0.067485,0.059771,0.111473,0.093210
112.58798,0.062425,0.053819,0.111473,0.093210
112.58898,0.052348,0.042794,0.111473,0.093210
112.58998,0.059733,0.050362,0.111473,0.093210
112.59098,0.054530,0.048389,0.111473,0.093210
112.59198,0.062146,0.055967,0.111473,0.093210
112.59298,0.068779,0.051454,0.111473,0.093210
112.59398,0.079421,0.067991,0.111473,0.093210
112.59498,0.083893,0.068123,0.111473,0.093210
112.59598,0.084231,0.066434,0.111473,0.093210
112.59698,0.066987,0.055497,0.111473,0.093210
112.59798,0.066311,0.049122,0.111473,0.093210
112.59898,0.055981,0.048919,0.111473,0.093210
112.59998,0.071633,0.059439,0.111473,0.093210
112.60098,0.076850,0.059116,0.111473,0.093210
112.60198,0.079240,0.063036,0.111473,0.093210
112.60298,0.080963,0.061671,0.111473,0.093210
112.60398,0.091372,0.074853,0.111473,0.093210
112.60498,0.067955,0.055779,0.111473,0.093210
112.60598,0.068769,0.057754,0.111473,0.093210
112.60698,0.061603,0.050089,0.111473,0.093210
112.60798,0.069100,0.053242,0.111473,0.093210
112.60898,0.070719,0.058032,0.111473,0.093210
112.60998,0.058225,0.044664,0.111473,0.093210
112.61098,0.069696,0.061754,0.111473,0.093210
112.61198,0.057425,0.047666,0.111473,0.093210
112.61298,0.057360,0.048257,0.111473,0.093210
112.61398,0.045443,0.029700,0.111473,0.093210
112.61498,0.058324,0.054339,0.111473,0.093210
112.61598,0.040217,0.035676,0.111473,0.093210
112.61698,0.052259,0.046685,0.111473,0.093210
112.61798,0.056712,0.043380,0.111473,0.093210
112.61898,0.061855,0.049860,0.111473,0.093210
112.61998,0.055400,0.046915,0.111473,0.093210
112.62098,0.048994,0.036982,0.111473,0.093210
112.62198,0.046745,0.041319,0.111473,0.093210
112.62298,0.047995,0.040834,0.111473,0.093210
112.62398,0.051817,0.046961,0.111473,0.093210
112.62498,0.049904,0.039110,0.111473,0.093210
112.62598,0.051633,0.041875,0.111473,0.093210
112.62698,0.050331,0.046349,0.111473,0.093210
112.62798,0.050947,0.046052,0.111473,0.093210
112.62898,0.051643,0.040477,0.111473,0.093210
112.62998,0.045414,0.032752,0.111473,0.093210
112.63098,0.068573,0.058418,0.111473,0.093210
112.63198,0.051477,0.042125,0.111473,0.093210
112.63298,0.056848,0.045919,0.111473,0.093210
112.63398,0.059597,0.053108,0.111473,0.093210
112.63498,0.051238,0.036882,0.111473,0.093210
112.63598,0.048321,0.042735,0.111473,0.093210
